Respondent;Y;EAR_N;MAR_N;Circularity_N;MOE_N
4;0;0.10910894511799461;0.5030838531791532;13.555.167.923.541.300;0.1210644908382235
4;0;0.7637626158259726;-0.03353892354527688;1.697.563.085.751.900;-11.501.126.629.631.100
4;0;0.10910894511799461;0.5030838531791532;12.034.962.175.106.700;0.1210644908382235
4;0;1.137.850.427.659.100;-0.6707784709055375;1.431.527.079.775.860;-2.089.406.126.363.120
4;0;0.9040455452633965;-0.3018503119074919;0.9754653552454958;-15.007.822.226.324.500
4;0;0.3896748039928423;0.36892815899804565;-0.012668381236953121;-0.37989202297511043
4;0;0.34291382751370103;0.36892815899804565;0.9374602115346343;-0.32979637159377956
4;0;-19.951.349.964.433.600;-0.2683113883622113;-1.684.894.704.514.950;33.772.818.306.249.000
4;0;-0.07793496079856795;-0.2683113883622113;0.025336762473908352;-0.06053224541911314
4;0;-0.2649788667151357;0.5030838531791532;-0.39271981834558894;0.7284742638368935
4;0;-0.8261105844648285;0.9055509357224757;-12.288.329.799.845.800;19.182.459.841.435.600
4;0;-0.5455447255899808;-0.2683113883622113;-0.12668381236954598;0.6846405688782287
4;0;-10.131.544.903.813.900;0.7378563179960951;-0.7727712554542248;2.200.034.023.163.560
4;0;-0.8261105844648285;-1.173.862.324.084.680;-0.3547146746347275;0.5093057890435608
4;0;0.015586992159712033;-0.3018503119074919;0.025336762473908352;-0.20455724314044813
4;0;-0.031173984319429256;-0.8049341650866451;0.025336762473908352;-0.5239170206964454
4;0;11.846.114.041.382.400;-0.1676946177263844;0.4433933432934078;-1.820.142.000.188.450
4;0;1.792.504.098.367.080;-0.4360060060885957;26.476.916.785.234.900;-27.343.876.378.977.900
4;0;0.9040455452633965;0.23477246481693814;0.7094293492694529;-12.440.420.093.031.100
4;0;0.3896748039928423;17.104.851.008.091.200;0.7094293492694529;0.44668622481689235
4;0;-0.031173984319429256;0.7378563179960951;0.13935219360649911;0.49051991977556003
4;0;0.7637626158259726;0.5030838531791532;0.5574087744259986;-0.8933724496337847
4;0;-0.2182178902359918;12.074.012.476.299.600;-11.908.278.362.737.200;10.540.959.978.155.600
4;0;11.846.114.041.382.400;-0.40246708254332253;0.4053881995825421;-19.579.050.414.871.200
4;0;-0.2649788667151357;0.7378563179960951;-0.3167095309238639;0.8599753487128937
4;0;0.5299577334302662;100.616.770.635.831;0.29137276844995347;-0.19203333029511055
4;0;0.9508065217425378;-0.40246708254332253;0.8994550678237708;-16.322.833.075.084.500
4;0;0.4364357804719836;0.7713952415413682;-0.16468895608040957;-0.19829528671777935
4;0;-0.2649788667151357;0.6372395473602607;-0.20269409979127104;0.7660460023728924
4;0;0.29615285103455974;0.6372395473602607;0.6714242055585893;-0.07931811468711396
4;0;0.3896748039928423;0.10061677063583063;-0.12668381236954598;-0.5552268028097811
4;0;0.5299577334302662;0.7713952415413682;0.13935219360649911;-0.38615397939777923
4;0;-0.2649788667151357;0.8720120121771952;-14.188.586.985.389.000;0.9476427386302291
4;0;0.1558699215971385;100.616.770.635.831;0.4053881995825421;0.36528079132222585
4;0;-0.3117398431942744;-0.1676946177263844;-0.5447403931890454;0.36528079132222585
4;0;11.846.114.041.382.400;-0.4360060060885957;0.4433933432934078;-19.829.528.671.777.800
4;0;0.5767187099094074;11.738.623.240.846.900;0.21536248102822628;-0.1607235481817777
4;0;-0.12469593727771183;2.448.341.418.805.210;0.025336762473908352;17.053.394.657.728.900
4;0;-0.45202277263169827;-0.1341556941811075;-0.7727712554542248;0.5781873096928898
4;0;0.5299577334302662;0.7713952415413682;0.1773573373173648;-0.3611061537071152
4;0;-0.5923057020691221;0.23477246481693814;-11.908.278.362.737.200;10.854.057.799.288.900
4;0;1.137.850.427.659.100;-0.03353892354527688;12.795.065.049.324.000;-16.949.028.717.351.200
4;0;0.4831967569511249;0.8049341650866414;-0.0886786686586824;-0.248390938099113
4;0;0.5299577334302662;13.080.180.182.657.900;0.9374602115346343;-0.02922246330577751
4;0;0.810523592305114;0.1341556941811038;-0.24069924350213462;-11.375.887.501.177.800
4;0;12.781.333.570.965.200;0.10061677063583063;16.215.527.983.301.700;-18.138.800.437.657.800
4;0;-0.2649788667151357;114.032.340.053.941;-0.3167095309238639;1.122.977.518.464.890
4;0;-0.5923057020691221;15.763.294.066.280.100;-11.148.175.488.519.900;2.005.913.374.060.890
4;0;-0.07793496079856795;0.46954492963387257;0.06334190618477194;0.35901883489955705
4;0;-0.45202277263169827;-0.8384730886319219;-0.4687301057673182;0.10854057799288869
4;0;-12.937.203.492.562.400;-0.7378563179960913;-12.288.329.799.845.800;16.427.199.015.462.300
4;0;-14.807.642.551.728.000;-19.117.186.420.807.800;-0.6967609680324998;12.356.927.340.728.900
4;0;-0.8261105844648285;-11.403.234.005.394.100;0.48139848700427135;0.5468775275795569
4;0;-0.5923057020691221;15.763.294.066.280.100;-11.148.175.488.519.900;2.005.913.374.060.890
4;0;-0.07793496079856795;0.46954492963387257;0.06334190618477194;0.35901883489955705
4;0;-0.45202277263169827;-0.8384730886319219;-0.4687301057673182;0.10854057799288869
4;0;-12.937.203.492.562.400;-0.7378563179960913;-12.288.329.799.845.800;16.427.199.015.462.300
4;0;-14.807.642.551.728.000;-19.117.186.420.807.800;-0.6967609680324998;12.356.927.340.728.900
4;0;-0.8261105844648285;-11.403.234.005.394.100;0.48139848700427135;0.5468775275795569
4;1;11.846.114.041.382.400;-34.209.702.016.182.300;-0.20269409979127104;-3.748.824.578.369.790
4;1;11.846.114.041.382.400;-4.561.293.602.157.650;22.676.402.414.148.500;-439.380.608.990.447
4;1;19.795.480.042.836.400;-2.247.107.877.533.540;10.894.807.863.780.800;-39.930.408.788.538.000
4;1;11.846.114.041.382.400;-35.215.869.722.540.600;-0.5067352494781818;-3.773.872.404.060.460
4;1;2.727.723.627.949.900;-4.561.293.602.157.650;2.723.701.965.945.220;-60.281.767.162.204.800
4;1;-0.031173984319429256;-39.911.319.018.879.400;-27.870.438.721.299.900;-25.026.952.502.591.200
4;1;-0.6858276550274047;-41.252.875.960.690.400;0.06334190618477194;-1.663.593.089.621.780
4;1;-0.7325886315065486;-436.006.006.088.599;-0.6587558243216362;-17.888.322.180.751.100
4;1;-0.7325886315065486;-34.545.091.251.635.100;-0.6587558243216362;-11.814.224.450.764.400
4;1;-0.5455447255899808;-15.763.294.066.280.100;-0.8867866865868177;-0.1607235481817777
4;1;2.026.308.980.762.780;-0.6372395473602607;13.935.219.360.649.900;-31.101.050.232.577.900
4;1;-0.5923057020691221;31.526.588.132.560.200;-0.8107763991650884;30.328.742.273.782.400
4;1;1.886.026.051.325.360;2.817.269.577.803.250;36.358.254.150.059.400;-10.624.452.730.457.800
4;1;-1.854.852.067.005.930;2.817.269.577.803.250;-2.939.064.446.973.440;5.412.417.667.991.580
4;1;-0.5923057020691221;6.942.557.173.872.300;-3.395.126.171.503.810;5.556.442.665.712.910
4;1;-0.5455447255899808;18.781.797.185.355.000;-103.880.726.143.027;21.311.525.025.142.300
4;1;-0.5455447255899808;-11.067.844.769.941.300;-0.8867866865868177;0.14611231652889034
4;1;-0.5455447255899808;10.397.066.299.035.800;-103.880.726.143.027;15.801.003.373.195.600
4;1;-1.854.852.067.005.930;25.824.971.129.863.100;-286.305.415.955.172;5.161.939.411.084.920
4;1;-0.5455447255899808;18.781.797.185.355.000;-103.880.726.143.027;21.311.525.025.142.300
4;1;-0.5455447255899808;13.415.569.418.110.700;-103.880.726.143.027;17.742.209.864.222.300
4;1;0.7170016393468314;0.10061677063583063;-1.304.843.267.406.310;-10.499.213.602.004.500
4;1;0.20263089807627718;1.375.095.865.356.350;0.6334190618477257;0.5155677454662241
4;1;0.06234796863885332;1.375.095.865.356.350;0.6714242055585893;0.7347362202595595
4;1;-0.7325886315065486;13.415.569.418.110.700;-13.428.484.111.171.700;2.043.485.112.596.900
4;1;0.06234796863885332;1.375.095.865.356.350;0.8994550678237708;0.7723079587955612
4;1;0.06234796863885332;2.649.574.960.076.860;0.8994550678237708;15.801.003.373.195.600
4;1;0.20263089807627718;0.7713952415413682;0.6334190618477257;0.13358840368355832
4;1;-0.7325886315065486;14.086.347.889.016.300;-0.16468895608040957;20.935.807.639.782.300
4;1;0.5767187099094074;-28.843.474.248.938.100;-11.148.175.488.519.900;-26.655.061.172.484.500
4;1;1.418.416.286.533.940;-0.4360060060885957;0.36738305587168274;-22.960.506.883.111.200
4;1;-0.5455447255899808;13.415.569.418.110.700;-103.880.726.143.027;17.742.209.864.222.300
4;1;0.06234796863885332;14.086.347.889.016.300;-19.509.307.104.909.900;0.7973557844862252
4;1;-4.941.076.514.629.250;13.415.569.418.110.700;-4.687.301.057.673.170;133.275.305.862.423
4;1;0.67024066286769;2.716.652.807.167.420;-14.188.586.985.389.000;0.6032351353835593
4;1;0.7170016393468314;2.548.958.189.441.030;-16.088.844.170.932.200;0.4717340505075592
4;1;15.586.992.159.713.700;-18.781.797.185.355.000;0.13935219360649911;-3.316.749.585.205.790
4;1;-12.937.203.492.562.400;-24.148.024.952.599.300;-14.568.638.422.497.600;0.5280916583115617
4;1;15.586.992.159.713.700;1.375.095.865.356.350;0.025336762473908352;-1.456.948.527.673.780
4;1;0.6234796863885488;18.781.797.185.355.000;-1.380.853.554.828.040;0.20873188075555604
4;1;1.465.177.263.013.090;-0.6037006238149801;0.329377912160817;-2.421.289.816.764.450
4;1;-0.5923057020691221;2.548.958.189.441.030;-14.568.638.422.497.600;263.210.901.632.757
4;1;0.7170016393468314;2.649.574.960.076.860;-16.088.844.170.932.200;0.5218297018888929
4;1;-13.404.813.257.353.800;20.458.743.362.618.800;-1.494.868.985.960.630;3.702.903.564.603.570
4;1;1.465.177.263.013.090;-12.409.401.711.752.400;32.557.739.778.973.100;-27.782.213.328.564.600
4;1;0.06234796863885332;0.10061677063583063;0.8994550678237708;-0.035484419728443524
4;1;-0.5455447255899808;0.10061677063583063;0.13935219360649911;0.9038090436715615
4;1;0.06234796863885332;-12.074.012.476.299.600;0.6714242055585893;-0.899634406056448
4;1;19.795.480.042.836.400;-6.003.467.314.604.550;10.894.807.863.780.800;-6.078.272.367.601.810
4;1;-0.5923057020691221;-4.863.143.914.065.140;-0.8107763991650884;-2.321.098.514.001.780
4;1;0.7170016393468314;-0.6372395473602607;-11.528.226.925.628.600;-1.475.734.396.941.780
4;1;-0.5923057020691221;-28.172.695.778.032.500;-0.6967609680324998;-0.9497300574377844
4;1;-0.7793496079856873;-28.172.695.778.032.500;-10.768.124.051.411.300;-0.6554181055724484
4;1;-0.7325886315065486;-2.515.419.265.895.760;-0.6587558243216362;-0.5489648463871151
4;1;-0.5455447255899808;-0.6372395473602607;-103.880.726.143.027;0.4592101376622244
4;1;0.34291382751370103;-24.483.414.188.052.000;-24.069.924.350.213.500;-207.062.025.709.512
4;1;-25.095.057.377.139.100;-0.6372395473602607;-4.079.218.758.299.350;4.304.051.381.179.580
4;1;0.20263089807627718;-1.375.095.865.356.350;0.7474344929803165;-11.751.604.886.537.800
4;1;0.7637626158259726;-12.409.401.711.752.400;1.241.501.361.221.540;-18.952.854.772.604.500
4;1;0.810523592305114;-33.874.312.780.729.600;10.514.756.426.672.200;-32.729.158.902.471.300
4;1;20.730.699.572.419.200;-3.320.353.430.982.400;-157.087.927.338.236;-4.700.641.954.615.130
4;1;-0.45202277263169827;-26.160.360.365.315.900;-3.509.141.602.636.400;-10.060.876.652.417.800
4;1;0.810523592305114;-1.375.095.865.356.350;-14.188.586.985.389.000;-2.058.096.344.249.780
4;1;0.7170016393468314;-15.763.294.066.280.100;12.795.065.049.324.000;-20.393.104.749.817.800
4;1;20.730.699.572.419.200;-0.6372395473602607;-157.087.927.338.236;-3.216.558.282.443.120
4;1;0.34291382751370103;-0.03353892354527688;-24.069.924.350.213.500;-0.5740126720777818
4;1;-0.7325886315065486;-0.8384730886319219;-0.6587558243216362;0.5907112225382274
4;1;-2.977.115.502.505.320;31.861.977.368.013.000;-5.371.393.644.468.710;8.499.562.184.366.270
4;1;0.20263089807627718;39.240.540.547.973.900;0.6334190618477257;21.248.905.460.915.700
4;1;-25.095.057.377.139.100;419.236.544.315.961;-14.568.638.422.497.600;8.092.535.016.892.930
4;1;-0.5455447255899808;38.234.372.841.615.600;-30.910.850.218.169.000;342.737.748.200.624
4;1;1.886.026.051.325.360;167.694.617.726.384;40.158.768.521.145.700;-1.663.593.089.621.780
4;1;-0.5455447255899808;-0.6372395473602607;-103.880.726.143.027;0.4779960069302252
4;1;-0.6858276550274047;1.106.784.476.994.130;-0.4687301057673182;1.855.626.419.916.900
4;1;-0.5923057020691221;2.716.652.807.167.420;-0.8107763991650884;27.448.242.319.355.700
4;1;-12.469.593.727.771.000;15.763.294.066.280.100;-22.549.718.601.779.000;3.226.994.876.480.900
4;1;11.846.114.041.382.400;0.7713952415413682;-0.5067352494781818;-13.066.615.735.297.800
4;1;-0.8728715609439724;12.744.790.947.205.100;-17.989.101.356.475.400;22.689.155.438.129
4;1;-0.17145691375685312;-0.23477246481693814;-2.939.064.446.973.440;0.058444926611557806
4;1;10.443.284.747.008.200;526.561.099.660.847;23.056.453.851.257.200;15.425.285.987.835.600
4;1;3.616.182.181.053.580;7.613.335.644.777.840;4.433.933.432.934.080;-0.6303702798817787
4;1;-12.469.593.727.771.000;5.131.455.302.427.350;-23.309.821.475.996.300;5.738.039.401.970.250
4;1;-0.17145691375685312;5.735.155.926.242.330;0.36738305587168274;39.095.481.265.515.800
4;1;0.7170016393468314;7.277.946.409.325.070;-1.304.843.267.406.310;3.289.614.440.707.570
4;1;-0.5455447255899808;77.139.524.154.136.700;-103.880.726.143.027;601.356.548.456.759
4;1;-1.387.242.302.214.520;489.668.283.761.042;0.5574087744259986;5.838.230.704.732.910
4;1;-0.5923057020691221;5.533.922.384.970.670;-0.8107763991650884;4.623.411.158.735.580
4;1;-26.030.276.906.721.900;489.668.283.761.042;-11.148.175.488.519.900;8.856.493.700.458.270
4;1;-0.5455447255899808;5.869.311.620.423.440;-103.880.726.143.027;479.874.593.857.025
4;1;0.06234796863885332;43.935.989.844.312.600;-2.597.018.153.575.670;2.638.370.972.750.230
4;1;-0.5923057020691221;543.330.561.433.485;-0.8107763991650884;4.554.529.638.086.240
4;1;-12.469.593.727.771.000;43.935.989.844.312.600;-22.549.718.601.779.000;5.212.035.062.466.250
4;1;-11.534.374.198.188.100;4.561.293.602.157.650;-2.140.956.429.045.310;5.105.581.803.280.920
4;1;-0.5455447255899808;34.880.480.487.087.900;-0.8867866865868177;32.144.709.636.355.700
4;1;2.026.308.980.762.780;543.330.561.433.485;13.935.219.360.649.900;0.2650894885595557
4;1;-12.469.593.727.771.000;6.137.623.008.785.660;-22.549.718.601.779.000;64.519.024.341.542.600
4;1;11.846.114.041.382.400;4.460.676.831.521.810;-0.39271981834558894;0.9163329565168962
4;1;-12.937.203.492.562.400;543.330.561.433.485;-2.140.956.429.045.310;5.994.779.615.299.580
4;1;-1.387.242.302.214.520;489.668.283.761.042;0.5574087744259986;5.838.230.704.732.910
4;1;-31.173.984.319.427.500;6.976.096.097.417.580;-252.100.786.615.395;1.206.887.734.528.620
4;1;-0.8261105844648285;5.701.617.002.697.060;1.241.501.361.221.540;5.205.773.106.043.580
4;1;11.846.114.041.382.400;23.812.635.717.146.500;-0.12668381236954598;-0.33605832801644553
4;1;-31.173.984.319.427.500;5.131.455.302.427.350;-252.100.786.615.395;10.559.745.847.423.600
4;1;11.846.114.041.382.400;46.619.103.727.934.700;-0.12668381236954598;10.102.623.028.568.900
4;1;10.443.284.747.008.200;73.114.853.328.703.500;23.056.453.851.257.200;27.698.720.576.262.300
4;1;10.443.284.747.008.200;5.131.455.302.427.350;23.056.453.851.257.200;147.364.707.813.423
4;1;-12.469.593.727.771.000;4.460.676.831.521.810;-22.549.718.601.779.000;5.255.868.757.424.920
4;1;11.846.114.041.382.400;5.131.455.302.427.350;-0.12668381236954598;128.578.838.545.423
4;1;-12.469.593.727.771.000;36.557.426.664.351.700;-23.309.821.475.996.300;4.692.292.679.384.910
4;1;-0.031173984319429256;43.935.989.844.312.600;-0.0886786686586824;2.851.277.491.120.900
4;1;11.846.114.041.382.400;5.131.455.302.427.350;-0.5067352494781818;13.170.981.675.675.600
4;1;11.846.114.041.382.400;23.141.857.246.240.900;-0.5067352494781818;-0.33605832801644553
4;1;-11.534.374.198.188.100;43.935.989.844.312.600;-23.689.872.913.104.900;495.529.484.913.692
4;1;12.781.333.570.965.200;36.557.426.664.351.700;-0.5447403931890454;0.29639927067288857
4;1;-12.469.593.727.771.000;4.930.221.761.155.700;-22.549.718.601.779.000;5.587.752.447.826.250
4;1;-12.469.593.727.771.000;36.557.426.664.351.700;-22.549.718.601.779.000;4.692.292.679.384.910
4;1;-12.469.593.727.771.000;36.557.426.664.351.700;-23.309.821.475.996.300;4.692.292.679.384.910
4;1;11.846.114.041.382.400;29.178.863.484.390.800;-0.39271981834558894;0.014611231652887365
4;1;-19.951.349.964.433.600;36.557.426.664.351.700;-0.6207506806107704;6.370.497.000.659.580
4;1;24.939.187.455.542.000;0.5701617002697069;21.916.299.539.931.300;-299.112.785.122.713
4;1;-12.469.593.727.771.000;34.880.480.487.087.900;-22.549.718.601.779.000;4.579.577.463.776.910
4;1;-12.937.203.492.562.400;36.557.426.664.351.700;-2.102.951.285.334.440;4.723.602.461.498.250
4;1;12.781.333.570.965.200;18.781.797.185.355.000;-0.5447403931890454;-0.7493474519124497
4;1;-12.469.593.727.771.000;4.930.221.761.155.700;-23.309.821.475.996.300;5.600.276.360.671.580
4;1;-19.951.349.964.433.600;31.526.588.132.560.200;-0.8107763991650884;5.969.731.789.608.920
4;1;-0.07793496079856795;10.397.066.299.035.800;-0.39271981834558894;0.7347362202595595
4;1;-269.654.964.363.048;432.652.113.734.071;-0.8107763991650884;8.662.373.051.355.600
4;1;-5.455.447.255.899.810;38.234.372.841.615.600;-681.558.910.548.153;18.224.380.508.767.600
4;1;12.781.333.570.965.200;3.622.203.742.889.890;-0.5447403931890454;0.2838753578275565
4;1;-12.937.203.492.562.400;0.5366227767244264;-21.789.615.727.561.700;2.544.441.626.410.230
4;1;-0.5923057020691221;70.431.739.445.081.400;-0.8107763991650884;5.612.800.273.516.920
4;1;-11.534.374.198.188.100;34.880.480.487.087.900;-2.216.966.716.467.040;4.366.670.945.406.240
4;1;-11.534.374.198.188.100;38.234.372.841.615.600;-23.689.872.913.104.900;4.554.529.638.086.240
4;1;10.443.284.747.008.200;23.812.635.717.146.500;23.056.453.851.257.200;-0.1607235481817777
4;1;-0.7325886315065486;5.131.455.302.427.350;2.457.665.959.969.170;46.046.252.894.675.800
4;1;-1.854.852.067.005.930;6.405.934.397.147.870;-0.39271981834558894;8.061.225.234.779.600
4;1;-11.534.374.198.188.100;4.930.221.761.155.700;-2.216.966.716.467.040;53.623.220.166.102.500
4;1;-0.8261105844648285;2.817.269.577.803.250;1.241.501.361.221.540;32.645.666.150.169.000
4;1;1.886.026.051.325.360;34.880.480.487.087.900;1.431.527.079.775.860;-0.6867278876857812
4;1;-12.937.203.492.562.400;6.271.778.702.966.770;-2.102.951.285.334.440;65.708.796.061.849.200
4;1;-0.5455447255899808;5.735.155.926.242.330;-103.880.726.143.027;4.711.078.548.652.910
4;1;-0.45202277263169827;489.668.283.761.042;-36.611.621.774.798.500;39.032.861.701.289.100
4;1;-12.469.593.727.771.000;6.976.096.097.417.580;-22.549.718.601.779.000;7.021.740.468.616.930
4;1;19.795.480.042.836.400;700.963.502.096.286;0.9374602115346343;11.730.731.698.462.200
4;1;-12.469.593.727.771.000;4.930.221.761.155.700;-19.509.307.104.909.900;5.587.752.447.826.250
4;1;-3.678.530.149.692.440;36.557.426.664.351.700;-37.371.724.649.015.800;11.029.392.579.123.600
4;1;-12.937.203.492.562.400;46.619.103.727.934.700;-2.102.951.285.334.440;5.443.727.450.104.920
4;1;-4.052.617.961.525.570;36.557.426.664.351.700;-27.490.387.284.191.300;1.226.925.995.081.160
4;1;-4.613.749.679.275.270;419.236.544.315.961;-4.079.218.758.299.350;14.755.256.650.610.300
4;1;-11.534.374.198.188.100;34.880.480.487.087.900;-23.689.872.913.104.900;43.290.992.068.702.400
4;1;-11.534.374.198.188.100;46.619.103.727.934.700;-23.689.872.913.104.900;5.143.153.541.816.920
4;1;-12.937.203.492.562.400;2.783.730.654.257.980;0.13935219360649911;4.109.930.732.076.910
4;1;-1.854.852.067.005.930;2.481.880.342.350.480;-29.770.695.906.843.100;5.143.153.541.816.920
4;1;-0.5455447255899808;5.198.533.149.517.910;-0.8867866865868177;4.360.408.988.983.580
4;1;0.7170016393468314;6.204.700.855.876.210;-1.304.843.267.406.310;2.650.894.885.595.570
4;1;-0.5455447255899808;18.781.797.185.355.000;-103.880.726.143.027;21.374.144.589.369.000
4;1;0.5767187099094074;3.085.580.966.165.460;-1.494.868.985.960.630;0.9914764335888939
4;1;-0.6858276550274047;31.861.977.368.013.000;-0.9247918302976813;32.645.666.150.169.000
4;1;10.910.894.511.799.600;4.561.293.602.157.650;260.968.653.481.263;10.979.296.927.742.200
4;1;-38.188.130.791.298.600;5.097.916.378.882.080;-37.371.724.649.015.800;12.814.050.159.583.600
4;1;-0.031173984319429256;38.234.372.841.615.600;-22.929.770.038.887.600;24.505.122.800.702.300
4;1;-1.854.852.067.005.930;6.640.706.861.964.810;-2.939.064.446.973.440;8.255.345.883.882.270
4;1;-12.469.593.727.771.000;31.191.198.897.107.400;-19.509.307.104.909.900;4.322.837.250.447.580
4;1;-25.095.057.377.139.100;4.292.982.213.795.430;-4.079.218.758.299.350;8.098.796.973.315.600
4;1;-1.387.242.302.214.520;43.935.989.844.312.600;0.5574087744259986;5.475.037.232.218.250
4;1;-12.469.593.727.771.000;43.935.989.844.312.600;-22.549.718.601.779.000;5.212.035.062.466.250
4;1;-3.678.530.149.692.440;71.773.296.386.892.400;-37.371.724.649.015.800;14.116.537.095.498.300
4;1;-12.469.593.727.771.000;31.526.588.132.560.200;-22.549.718.601.779.000;43.478.850.761.382.400
4;1;-12.469.593.727.771.000;3.622.203.742.889.890;-22.549.718.601.779.000;4.679.768.766.539.580
4;1;11.846.114.041.382.400;0.9390898592677489;-0.5067352494781818;-1.143.850.706.540.450
4;1;-3.678.530.149.692.440;14.421.737.124.469.000;-3.965.203.327.166.760;9.081.924.131.674.270
4;1;-5.876.296.044.212.080;10.397.066.299.035.800;-37.751.776.086.124.400;1.724.751.530.683.160
4;1;12.781.333.570.965.200;2.817.269.577.803.250;-0.5447403931890454;-0.17950941744977852
4;1;0.06234796863885332;34.880.480.487.087.900;-0.12668381236954598;20.998.427.204.009.000
4;1;-0.7325886315065486;3.018.503.119.074.910;2.457.665.959.969.170;3.176.899.225.099.570
4;1;0.34291382751370103;23.812.635.717.146.500;0.8234447804020436;0.9476427386302291
4;1;10.443.284.747.008.200;29.178.863.484.390.800;2.343.650.528.836.580;0.16489818579689117
4;1;-12.937.203.492.562.400;18.781.797.185.355.000;-21.789.615.727.561.700;34.712.111.769.649.100
4;1;0.34291382751370103;5.198.533.149.517.910;0.8234447804020436;2.707.252.493.399.570
4;1;24.939.187.455.542.000;2.247.107.877.533.550;20.396.093.791.496.700;-2.083.144.169.940.450
4;1;0.4364357804719836;36.557.426.664.351.700;-1.760.904.991.936.670;1.586.362.293.742.230
4;1;2.026.308.980.762.780;4.930.221.761.155.700;0.59541391813686;-0.022960506883111496
4;1;-12.469.593.727.771.000;489.668.283.761.042;-22.549.718.601.779.000;5.568.966.578.558.250
4;1;-11.534.374.198.188.100;43.935.989.844.312.600;-2.216.966.716.467.040;4.992.866.587.672.910
4;1;-31.173.984.319.427.500;8.686.581.198.226.700;-24.449.975.787.322.200;13.502.865.366.076.900
4;1;12.781.333.570.965.200;36.557.426.664.351.700;-27.870.438.721.299.900;0.29639927067288857
4;1;-0.031173984319429256;5.701.617.002.697.060;-0.20269409979127104;3.684.117.695.335.570
4;1;11.846.114.041.382.400;543.330.561.433.485;-0.39271981834558894;14.986.949.038.248.900
4;1;-2.977.115.502.505.320;6.976.096.097.417.580;-2.559.013.009.864.810;11.567.920.831.472.900
4;1;-0.5923057020691221;858.596.442.759.087;-0.8107763991650884;6.658.546.996.102.250
4;1;-3.678.530.149.692.440;7.277.946.409.325.070;-37.751.776.086.124.400;14.191.680.572.570.300
4;1;-24.627.447.612.347.700;7.277.946.409.325.070;-4.079.218.758.299.350;10.296.743.677.671.600
4;1;-0.031173984319429256;73.114.853.328.703.500;-22.929.770.038.887.600;4.692.292.679.384.910
4;1;0.7170016393468314;647.301.224.423.843;-15.328.741.296.714.900;28.387.535.782.755.700
4;1;-12.469.593.727.771.000;73.114.853.328.703.500;-22.549.718.601.779.000;7.272.218.725.523.600
4;1;-31.173.984.319.427.500;489.668.283.761.042;-252.100.786.615.395;10.359.363.241.898.200
4;1;-269.654.964.363.048;6.405.934.397.147.870;-0.9627969740085427;10.246.648.026.290.200
4;1;-0.5455447255899808;7.814.569.186.049.500;-103.880.726.143.027;6.088.708.961.639.580
4;1;11.846.114.041.382.400;6.540.090.091.328.980;-0.8107763991650884;21.186.285.896.689.000
4;1;-11.534.374.198.188.100;596.992.839.105.928;-2.216.966.716.467.040;6.094.970.918.062.250
4;1;16.054.601.924.505.100;-3.018.503.119.074.910;0.4433933432934078;-4.011.826.748.121.790
4;1;2.774.484.604.429.040;-26.160.360.365.315.900;2.419.660.816.258.310;-5.013.739.775.748.470
4;1;-12.937.203.492.562.400;14.421.737.124.469.000;-21.789.615.727.561.700;3.176.899.225.099.570
4;1;0.67024066286769;4.427.137.907.976.540;1.697.563.085.751.900;16.427.199.015.462.300
4;1;0.4364357804719836;10.397.066.299.035.800;35.598.151.275.842.100;-0.02922246330577751
4;1;12.781.333.570.965.200;2.817.269.577.803.250;-0.5447403931890454;-0.17950941744977852
4;1;0.06234796863885332;3.521.586.972.254.070;0.10134704989563552;21.186.285.896.689.000
4;1;0.06234796863885332;32.197.366.603.465.700;-0.39271981834558894;19.182.459.841.435.600
4;1;-5.455.447.255.899.810;46.619.103.727.934.700;-681.558.910.548.153;19.132.364.190.054.300
4;1;0.4831967569511249;419.236.544.315.961;-1.760.904.991.936.670;18.431.025.070.715.600
4;1;20.730.699.572.419.200;4.125.287.596.069.050;0.8614499241129072;-0.5802746285004479
4;1;12.781.333.570.965.200;46.619.103.727.934.700;-0.5447403931890454;0.8912851308262266
4;1;0.06234796863885332;39.240.540.547.973.900;-0.12668381236954598;2.381.630.759.420.900
4;1;-31.173.984.319.427.500;46.619.103.727.934.700;-24.449.975.787.322.200;10.165.242.592.795.600
4;1;-0.5923057020691221;2.783.730.654.257.980;-0.6967609680324998;2.776.134.014.048.900
4;1;-1.714.569.137.568.510;46.619.103.727.934.700;-33.571.210.277.929.400;64.519.024.341.542.600
4;1;-2.415.983.784.755.630;4.829.604.990.519.860;-2.216.966.716.467.040;8.242.821.971.036.930
4;1;0.015586992159712033;4.762.527.143.429.310;-0.20269409979127104;3.001.564.445.264.900
4;1;11.846.114.041.382.400;2.783.730.654.257.980;-0.5067352494781818;-0.12941376606844485
4;1;-19.951.349.964.433.600;2.817.269.577.803.250;-5.143.362.782.203.530;5.763.087.227.660.920
4;1;-0.45202277263169827;11.738.623.240.846.900;-36.611.621.774.798.500;1.454.861.208.866.220
4;1;-18.080.910.905.267.900;11.738.623.240.846.900;-28.250.490.158.408.500;4.103.668.775.654.240
4;1;0.4831967569511249;23.812.635.717.146.500;0.6714242055585893;0.7409981766822256
4;1;0.3896748039928423;-0.5030838531791532;314.175.854.676.472;-0.9058963624791168
4;1;16.054.601.924.505.100;4.762.527.143.429.310;0.4433933432934078;0.42790035554889155
4;1;0.4364357804719836;2.783.730.654.257.980;0.7854396366911779;10.478.340.413.928.900
